이름,본인과의관계,재산구분,재산의 종류,소재지 면적 등 권리의 명세,현재가액,건물주소,건물면적,Latitude,Longitude
정경희,본인,건물,아파트(전세(임차)권),서울특별시 동작구 상도동 삼환나우빌 건물 126.36㎡,630000.0,서울특별시 동작구 상도동,삼환나우빌 건물 126.36㎡,37.4985163075707,126.939014238644
정성호,본인,건물,사무실(전세(임차)권),경기도 양주시 덕계동 나라빌딩 건물 264.00㎡,20000.0,경기도 양주시 덕계동,나라빌딩 건물 264.00㎡,37.825204421803,127.035815323019
정성호,배우자,건물,아파트(전세(임차)권),경기도 양주시 고암동 중흥에스클래스아파트 건물139.55㎡,240000.0,경기도 양주시 고암동,중흥에스클래스아파트 건물139.55㎡,37.8149066278176,127.071198217698
정성호,장남,건물,오피스텔(전세(임차)권),서울특별시 동대문구 이문동 대지 187.00㎡ 중 0.00㎡ 건물369.26㎡ 중 15.00㎡,55000.0,서울특별시 동대문구 이문동,대지 187.00㎡ 중 0.00㎡ 건물369.26㎡ 중 15.00㎡,37.6004055110663,127.066373060068
정연호,본인,건물,아파트(전세(임차)권),서울특별시 영등포구 신길동 래미안에스티움 건물118.03㎡,1000000.0,서울특별시 영등포구 신길동,래미안에스티움 건물118.03㎡,37.5041663202169,126.91406973946
정우택,본인,건물,근린생활시설(전세(임차)권),충청북도 청주시 상당구 방서동 건물 136.79㎡ (건물136.79㎡ 증가),30000.0,충청북도 청주시 상당구 방서동,건물 136.79㎡ (건물136.79㎡ 증가),36.6025063258566,127.503605534689
정우택,배우자,건물,아파트(전세(임차)권),충청북도 청주시 상당구 용암동 중흥마을1단지부영아파트건물 59.98㎡,170000.0,충청북도 청주시 상당구 용암동,중흥마을1단지부영아파트건물 59.98㎡,36.6127305001127,127.508290728125
정운천,본인,건물,빌딩(전세(임차)권),"전라북도 전주시 완산구 효자동2가 지9빌딩 대지1,062.50㎡ 중 0.00㎡ 건물 66.00㎡",10000.0,전라북도 전주시 완산구 효자동,"2가 지9빌딩 대지1,062.50㎡ 중 0.00㎡ 건물 66.00㎡",35.80704255088,127.115628145167
정운천,본인,건물,아파트(전세(임차)권),전라북도 전주시 완산구 삼천동1가 신일강변아파트 건물59.98㎡ (건물 59.98㎡ 증가),175000.0,전라북도 전주시 완산구 삼천동,1가 신일강변아파트 건물59.98㎡ (건물 59.98㎡ 증가),35.8007999015524,127.121619765063
정일영,본인,건물,사무실(전세(임차)권),인천광역시 연수구 송도동 송도이안 건물 67.85㎡ (건물67.85㎡ 증가),10000.0,인천광역시 연수구 송도동,송도이안 건물 67.85㎡ (건물67.85㎡ 증가),37.3910698289609,126.652089783488
정일영,본인,건물,사무실(전세(임차)권),인천광역시 연수구 송도동 송도이안 대지 22.98㎡ 건물52.57㎡,20000.0,인천광역시 연수구 송도동,송도이안 대지 22.98㎡ 건물52.57㎡,37.3910698289609,126.652089783488
정일영,본인,건물,아파트(전세(임차)권),인천광역시 연수구 송도동 송도센트럴파크푸르지오 건물84.98㎡,445000.0,인천광역시 연수구 송도동,송도센트럴파크푸르지오 건물84.98㎡,37.3910698289609,126.652089783488
정점식,본인,건물,사무실(전세(임차)권),경상남도 고성군 고성읍 서외리 건물 99.00㎡,20000.0,경상남도 고성군 고성읍 서외리,건물 99.00㎡,34.9729345555774,128.317155957267
정점식,본인,건물,사무실(전세(임차)권),경상남도 통영시 북신동 대린상가 건물 0.00㎡ (건물115.70㎡ 감소),0.0,경상남도 통영시 북신동,대린상가 건물 0.00㎡ (건물115.70㎡ 감소),34.8570502525325,128.425579864012
정점식,본인,건물,사무실(전세(임차)권),경상남도 통영시 북신동 성산빌딩 건물 242.77㎡ (건물242.77㎡ 증가),20000.0,경상남도 통영시 북신동,성산빌딩 건물 242.77㎡ (건물242.77㎡ 증가),34.8570502525325,128.425579864012
정점식,본인,건물,아파트(전세(임차)권),경상남도 통영시 광도면 죽림리 주영더팰리스5차아파트건물 74.82㎡,170000.0,경상남도 통영시 광도면 죽림리 주영더팰리,스5차아파트건물 74.82㎡,,
정진석,본인,건물,사무실(전세(임차)권),충청남도 공주시 신관동 건물 106.14㎡,30000.0,충청남도 공주시 신관동,건물 106.14㎡,36.4722527778368,127.132657794031
정진석,배우자,건물,아파트(전세(임차)권),서울특별시 강남구 도곡동 로덴하우스 웨스트빌리지 건물244.66㎡,2500000.0,서울특별시 강남구 도곡동,로덴하우스 웨스트빌리지 건물244.66㎡,37.4909537197218,127.038482017226
정진석,배우자,건물,아파트(전세(임차)권),충청남도 공주시 신관동 삼환나우빌 건물 119.68㎡,220000.0,충청남도 공주시 신관동,삼환나우빌 건물 119.68㎡,36.4722527778368,127.132657794031
정찬민,배우자,건물,아파트(전세(임차)권),경기도 용인시 처인구 삼가동 용인 행정타운 두산위브2단지 건물 0.00㎡ (건물 84.94㎡ 감소),0.0,경기도 용인시 처인구 삼가동,용인 행정타운 두산위브2단지 건물 0.00㎡ (건물 84.94㎡ 감소),37.2383199063405,127.162216750898
정찬민,배우자,건물,아파트(전세(임차)권),경기도 용인시 처인구 삼가동 용인 행정타운 두산위브2단지 건물 84.94㎡ (건물 84.94㎡ 증가),410000.0,경기도 용인시 처인구 삼가동,용인 행정타운 두산위브2단지 건물 84.94㎡ (건물 84.94㎡ 증가),37.2383199063405,127.162216750898
정청래,본인,건물,근린생활시설(전세(임차)권),서울특별시 마포구 서교동 서교양경회관 건물 146.09㎡(건물 73.05㎡ 증가),30000.0,서울특별시 마포구 서교동,서교양경회관 건물 146.09㎡(건물 73.05㎡ 증가),37.5550949138085,126.914613374473
정태호,본인,건물,상가(전세(임차)권),서울특별시 관악구 신림동 대지 165.00㎡ 건물 66.00㎡,30000.0,서울특별시 관악구 신림동,대지 165.00㎡ 건물 66.00㎡,37.4874127684412,126.927123713685
정필모,배우자,건물,아파트(전세(임차)권),경상남도 양산시 물금읍 가촌리 양산 대방노블랜드8차로얄카운티 건물 84.99㎡,250000.0,경상남도 양산시 물금읍 가촌리,양산 대방노블랜드8차로얄카운티 건물 84.99㎡,35.3213141696783,128.999409462531
정필모,본인,건물,아파트(전세(임차)권),서울특별시 서초구 우면동 서초네이처힐3단지 건물84.84㎡,682500.0,서울특별시 서초구 우면동,서초네이처힐3단지 건물84.84㎡,37.4646530229736,127.01605116304
정희용,본인,건물,아파트(전세(임차)권),경상북도 칠곡군 왜관읍 석전리 무성그린맨션 건물77.00㎡,70000.0,경상북도 칠곡군 왜관읍 석전리,무성그린맨션 건물77.00㎡,35.9984578324348,128.408526433223
정희용,배우자,건물,아파트(전세(임차)권),서울특별시 광진구 광장동 현대아파트 건물 84.92㎡,100000.0,서울특별시 광진구 광장동,현대아파트 건물 84.92㎡,37.5468565308905,127.103025712709
조경태,본인,건물,사무실(전세(임차)권),부산광역시 사하구 장림동 건물 132.00㎡,10000.0,부산광역시 사하구 장림동,건물 132.00㎡,35.0742973837696,128.970527123964
조경태,배우자,건물,아파트(전세(임차)권),부산광역시 금정구 장전동 금정산에스케이뷰아파트 건물59.97㎡ (건물 59.97㎡ 증가),310000.0,부산광역시 금정구 장전동,금정산에스케이뷰아파트 건물59.97㎡ (건물 59.97㎡ 증가),35.2347159155634,129.072491624188
조경태,본인,건물,아파트(전세(임차)권),부산광역시 사하구 다대동 현대아파트 건물 78.30㎡,130000.0,부산광역시 사하구 다대동,현대아파트 건물 78.30㎡,35.060278219962,128.967656104235
조경호,차녀,건물,다세대주택(전세(임차)권),서울특별시 마포구 연남동 삼화빌 건물 20.11㎡,30000.0,서울특별시 마포구 연남동,삼화빌 건물 20.11㎡,37.5644776141887,126.922023205508
조명희,본인,건물,아파트(전세(임차)권),서울특별시 마포구 아현동 아현아이파크 건물 59.97㎡,50000.0,서울특별시 마포구 아현동,아현아이파크 건물 59.97㎡,37.5544832516732,126.955903701632
조수진,본인,건물,사무실(전세(임차)권),서울특별시 양천구 목동 목동 센트럴 푸르지오 상가 대지124.80㎡ 건물 54.80㎡,100000.0,서울특별시 양천구 목동 목동,센트럴 푸르지오 상가 대지124.80㎡ 건물 54.80㎡,37.5304364108361,126.870989288343
조승래,본인,건물,근린생활시설(전세(임차)권),대전광역시 유성구 궁동 누드캐슬빌딩 건물 456.00㎡,100000.0,대전광역시 유성구 궁동,누드캐슬빌딩 건물 456.00㎡,36.3674377559455,127.343422294907
조승래,배우자,건물,다가구주택(전세(임차)권),서울특별시 종로구 명륜1가 건물 143.56㎡ (건물 143.56㎡증가),50000.0,서울특별시 종로구 명륜1가 건물 143.56㎡ (건물 143.56㎡증가,),,
조승래,부,건물,연립주택(전세(임차)권),대전광역시 서구 괴정동 건물 20.00㎡,20000.0,대전광역시 서구 괴정동,건물 20.00㎡,36.3371418821154,127.382068970091
조오섭,본인,건물,아파트(전세(임차)권),서울특별시 영등포구 영등포동7가 휴젠느 건물 35.42㎡,30000.0,서울특별시 영등포구 영등포동,7가 휴젠느 건물 35.42㎡,37.5134118222975,126.906168599588
조오섭,장남,건물,오피스텔(전세(임차)권),"인천광역시 연수구 송도동 롯데몰 송도 캐슬파크 대지 12,170.90㎡ 중 5.20㎡ 건물 41,300.00㎡ (대지 지분면적5.20㎡ 증가, 건물 41,300.00㎡ 증가)",40000.0,인천광역시 연수구 송도동,"롯데몰 송도 캐슬파크 대지 12,170.90㎡ 중 5.20㎡ 건물 41,300.00㎡ (대지 지분면적5.20㎡ 증가, 건물 41,300.00㎡ 증가)",37.3910698289609,126.652089783488
조은희,본인,건물,근린생활시설(전세(임차)권),서울특별시 서초구 잠원동 반포쇼핑타운 건물 853.44㎡ 중42.82㎡,10000.0,서울특별시 서초구 잠원동,반포쇼핑타운 건물 853.44㎡ 중42.82㎡,37.5149186880221,127.014102820234
조은희,장남,건물,근린생활시설(전세(임차)권),서울특별시 용산구 원효로3가 건물 78.32㎡,20000.0,서울특별시 용산구 원효로3가,건물 78.32㎡,37.53430510598,126.957635334291
조은희,장남,건물,다가구주택(전세(임차)권),서울특별시 용산구 원효로3가 건물 52.82㎡,20000.0,서울특별시 용산구 원효로3가,건물 52.82㎡,37.53430510598,126.957635334291
조은희,본인,건물,사무실(전세(임차)권),"서울특별시 서초구 잠원동 우진빌딩 건물 0.00㎡ 중 0.00㎡ (건물 총면적 705.82㎡ 감소, 지분면적 124.99㎡ 감소)",0.0,서울특별시 서초구 잠원동,"우진빌딩 건물 0.00㎡ 중 0.00㎡ (건물 총면적 705.82㎡ 감소, 지분면적 124.99㎡ 감소)",37.5149186880221,127.014102820234
조은희,배우자,건물,연립주택(전세(임차)권),"서울특별시 서초구 양재동 양재현대빌라 건물 0.00㎡ 중 0.00㎡ (건물 총면적 241.80㎡ 감소, 지분면적 120.90㎡감소)",0.0,서울특별시 서초구 양재동,"양재현대빌라 건물 0.00㎡ 중 0.00㎡ (건물 총면적 241.80㎡ 감소, 지분면적 120.90㎡감소)",37.4720040276214,127.037463917199
조은희,본인,건물,연립주택(전세(임차)권),"서울특별시 서초구 양재동 양재현대빌라 건물 0.00㎡ 중0.00㎡ (건물 총면적 241.80㎡ 감소, 지분면적 120.90㎡ 감소)",0.0,서울특별시 서초구 양재동,"양재현대빌라 건물 0.00㎡ 중0.00㎡ (건물 총면적 241.80㎡ 감소, 지분면적 120.90㎡ 감소)",37.4720040276214,127.037463917199
조응천,배우자,건물,근린생활시설(전세(임차)권),서울특별시 성동구 옥수동 대지 97.86㎡ 건물 97.86㎡,10000.0,서울특별시 성동구 옥수동,대지 97.86㎡ 건물 97.86㎡,37.5435886378545,127.013438338877
조응천,본인,건물,단독주택(전세(임차)권),경기도 남양주시 평내동 대지 239.00㎡ 건물 240.00㎡,420000.0,경기도 남양주시 평내동,대지 239.00㎡ 건물 240.00㎡,37.6483691097276,127.23609678062
조응천,본인,건물,상가(전세(임차)권),경기도 남양주시 평내동 건물 735.00㎡,10000.0,경기도 남양주시 평내동,건물 735.00㎡,37.6483691097276,127.23609678062
조응천,차남,건물,상가(전세(임차)권),"서울특별시 서초구 반포동 대지 364.00㎡ 중 0.00㎡ 건물914.64㎡ 중 45.00㎡ (대지 지분면적 0.00㎡ 증가, 건물 지분면적 45.00㎡ 증가)",35000.0,서울특별시 서초구 반포동,"대지 364.00㎡ 중 0.00㎡ 건물914.64㎡ 중 45.00㎡ (대지 지분면적 0.00㎡ 증가, 건물 지분면적 45.00㎡ 증가)",37.5051446767402,127.013359062646
조응천,배우자,건물,아파트(전세(임차)권),서울특별시 성동구 옥수동 옥수현대아파트 건물 104.41㎡,840000.0,서울특별시 성동구 옥수동,옥수현대아파트 건물 104.41㎡,37.5435886378545,127.013438338877
조의섭,본인,건물,복합건물(주택+상가)(전세(임차)권),서울특별시 양천구 목동 부영그린타운1차 건물 178.00㎡,1050000.0,서울특별시 양천구 목동,부영그린타운1차 건물 178.00㎡,37.5304364108361,126.870989288343
조정식,본인,건물,상가(전세(임차)권),"경기도 시흥시 정왕동 서영베니스스퀘어 대지 1,153.00㎡중 0.00㎡ 건물 97.32㎡",30000.0,경기도 시흥시 정왕동,"서영베니스스퀘어 대지 1,153.00㎡중 0.00㎡ 건물 97.32㎡",37.3472707997814,126.722129562609
허종식,배우자,건물,연립주택,"경기도 안양시 만안구 석수동 우성빌라 건물 36.97㎡ 중5.16㎡ (건물 총면적 36.97㎡ 증가, 지분면적 5.16㎡ 증가)",24704.0,경기도 안양시 만안구 석수동,"우성빌라 건물 36.97㎡ 중5.16㎡ (건물 총면적 36.97㎡ 증가, 지분면적 5.16㎡ 증가)",37.4195876104533,126.91063733651
김영진,모,건물,연립주택,경기도 용인시 기흥구 구갈동 성화빌라 건물 45.50㎡,76900.0,경기도 용인시 기흥구 구갈동,성화빌라 건물 45.50㎡,37.2724288897902,127.127604033598
강기윤,본인,건물,연립주택,경상남도 창원시 성산구 성주동 루이젠하우스 건물196.36㎡,531000.0,경상남도 창원시 성산구 성주동,루이젠하우스 건물196.36㎡,35.1896913669122,128.695062172053
민형배,배우자,건물,연립주택,광주광역시 광산구 수완동 수완브리움 타운하우스 대지306.98㎡ 건물 252.32㎡,648999.0,광주광역시 광산구 수완동,수완브리움 타운하우스 대지306.98㎡ 건물 252.32㎡,35.1970391036917,126.825613247788
우원식,본인,건물,연립주택,서울특별시 노원구 하계1동 이코아빌 건물 146.69㎡,362000.0,서울특별시 노원구 하계1동,이코아빌 건물 146.69㎡,37.6405462557669,127.072581464765
조은희,장남,건물,연립주택,서울특별시 서초구 방배동 방배빌라트 건물 242.31㎡ 중121.15㎡,791500.0,서울특별시 서초구 방배동,방배빌라트 건물 242.31㎡ 중121.15㎡,37.483413014657,126.994486969319
조은희,배우자,건물,연립주택,서울특별시 서초구 방배동 방배빌라트 건물 242.31㎡ 중121.16㎡,791500.0,서울특별시 서초구 방배동,방배빌라트 건물 242.31㎡ 중121.16㎡,37.483413014657,126.994486969319
송기복,본인,건물,연립주택,서울특별시 양천구 목동 까치빌라 대지 42.80㎡ 건물79.11㎡,193000.0,서울특별시 양천구 목동,까치빌라 대지 42.80㎡ 건물79.11㎡,37.5304364108361,126.870989288343
이상헌,본인,건물,연립주택,서울특별시 용산구 동빙고동 대지 83.37㎡ 중 41.68㎡ 건물64.00㎡ 중 32.00㎡,603500.0,서울특별시 용산구 동빙고동,대지 83.37㎡ 중 41.68㎡ 건물64.00㎡ 중 32.00㎡,37.5244123976897,126.995112936884
이상헌,배우자,건물,연립주택,서울특별시 용산구 동빙고동 대지 83.37㎡ 중 41.68㎡ 건물64.00㎡ 중 32.00㎡,603500.0,서울특별시 용산구 동빙고동,대지 83.37㎡ 중 41.68㎡ 건물64.00㎡ 중 32.00㎡,37.5244123976897,126.995112936884
윤준병,본인,건물,연립주택,서울특별시 종로구 구기동 건물 159.05㎡,441000.0,서울특별시 종로구 구기동,건물 159.05㎡,37.6193739703885,126.959299756836
박찬대,본인,건물,연립주택,인천광역시 연수구 청학동 한별렉스힐 타운하우스 건물185.62㎡ 중 92.81㎡,292500.0,인천광역시 연수구 청학동,한별렉스힐 타운하우스 건물185.62㎡ 중 92.81㎡,37.4250030076557,126.666158794496
박찬대,배우자,건물,연립주택,인천광역시 연수구 청학동 한별렉스힐 타운하우스 건물185.62㎡ 중 92.81㎡,292500.0,인천광역시 연수구 청학동,한별렉스힐 타운하우스 건물185.62㎡ 중 92.81㎡,37.4250030076557,126.666158794496
조정식,본인,건물,아파트(전세(임차)권),경기도 시흥시 정왕동 세종1차아파트 건물 119.64㎡,300000.0,경기도 시흥시 정왕동,세종1차아파트 건물 119.64㎡,37.3472707997814,126.722129562609
조정식,장남,건물,아파트(전세(임차)권),대전광역시 유성구 어은동 한빛아파트 건물 54.48㎡,220000.0,대전광역시 유성구 어은동,한빛아파트 건물 54.48㎡,36.3743834890298,127.355911578359
조해진,본인,건물,사무실(전세(임차)권),경상남도 밀양시 삼문동 건물 149.35㎡,60000.0,경상남도 밀양시 삼문동,건물 149.35㎡,35.4831729339252,128.753088669954
조해진,본인,건물,사무실(전세(임차)권),경상남도 의령군 의령읍 서동리 꽃사랑 건물 109.20㎡,5000.0,경상남도 의령군 의령읍 서동,리 꽃사랑 건물 109.20㎡,35.3180955414394,128.250687583227
조해진,본인,건물,사무실(전세(임차)권),경상남도 창녕군 창녕읍 교리 건물 135.36㎡,30000.0,경상남도 창녕군 창녕읍 교리,건물 135.36㎡,35.5473425018291,128.492889053286
조해진,본인,건물,사무실(전세(임차)권),경상남도 함안군 가야읍 말산리 건물 91.79㎡,30000.0,경상남도 함안군 가야읍 말산리,건물 91.79㎡,35.273153876808,128.409452046645
주철현,본인,건물,아파트(전세(임차)권),전라남도 여수시 문수동 문수코아루수아파트 건물127.56㎡,300000.0,전라남도 여수시 문수동,문수코아루수아파트 건물127.56㎡,34.7545750972767,127.702738106735
주호영,본인,건물,아파트(전세(임차)권),대구광역시 수성구 노변동 수성 월드메르디앙 건물84.80㎡,367500.0,대구광역시 수성구 노변동,수성 월드메르디앙 건물84.80㎡,35.8314728289966,128.696435914072
윤창현,배우자,건물,오피스텔,경기도 고양시 덕양구 삼송동 힐스테이트삼송역스칸센대지 9.60㎡ 건물 22.89㎡,166000.0,경기도 고양시 덕양구 삼송동,힐스테이트삼송역스칸센대지 9.60㎡ 건물 22.89㎡,37.6507863862193,126.891595598802
고용진,모,건물,오피스텔,경기도 남양주시 별내동 백상앨리츠오피스텔2차 대지4.37㎡ 건물 50.52㎡,60152.0,경기도 남양주시 별내동,백상앨리츠오피스텔2차 대지4.37㎡ 건물 50.52㎡,37.6462754221373,127.121981563821
양금희,본인,건물,오피스텔,대구광역시 북구 침산동 침산화성파크드림 건물 29.91㎡,96758.0,대구광역시 북구 침산동,침산화성파크드림 건물 29.91㎡,35.8903579121137,128.581164319124
백종헌,본인,건물,오피스텔,부산광역시 금정구 부곡동 백산오피스텔 대지 220.20㎡건물 805.53㎡,1380316.0,부산광역시 금정구 부곡동,백산오피스텔 대지 220.20㎡건물 805.53㎡,35.2376380106209,129.096413857004
황보승희,본인,건물,오피스텔,부산광역시 중구 중앙동4가 노블리안2 건물 30.53㎡,70000.0,부산광역시 중구 중앙동,4가 노블리안2 건물 30.53㎡,35.1013180752753,129.035339122928
윤상현,본인,건물,오피스텔,서울특별시 강남구 논현동 대지 8.85㎡ 건물 129.10㎡,331169.0,서울특별시 강남구 논현동,대지 8.85㎡ 건물 129.10㎡,37.5126451506882,127.030154778539
류성걸,본인,건물,오피스텔,서울특별시 강남구 도곡동 에스케이리더스뷰 대지 32.62㎡ 중 22.18㎡ 건물 139.63㎡ 중 94.95㎡,728620.0,서울특별시 강남구 도곡동,에스케이리더스뷰 대지 32.62㎡ 중 22.18㎡ 건물 139.63㎡ 중 94.95㎡,37.4909537197218,127.038482017226
류성걸,배우자,건물,오피스텔,서울특별시 강남구 도곡동 에스케이리더스뷰 대지 32.62㎡중 10.44㎡ 건물 139.63㎡ 중 44.68㎡,342880.0,서울특별시 강남구 도곡동,에스케이리더스뷰 대지 32.62㎡중 10.44㎡ 건물 139.63㎡ 중 44.68㎡,37.4909537197218,127.038482017226
이신우,모,건물,오피스텔,서울특별시 강남구 삼성동 LG 선릉에클라트 B 대지 36.35㎡건물 36.35㎡,400000.0,서울특별시 강남구 삼성동,LG 선릉에클라트 B 대지 36.35㎡건물 36.35㎡,37.514322572329,127.062831022499
조기열,배우자,건물,오피스텔,"서울특별시 강남구 역삼동 역삼 노블루체언주 대지 736.40㎡ 중 3.82㎡ 건물 4,119.00㎡ 중 14.29㎡",282200.0,서울특별시 강남구 역삼동,"역삼 노블루체언주 대지 736.40㎡ 중 3.82㎡ 건물 4,119.00㎡ 중 14.29㎡",37.4953666908089,127.03306536185
배현진,본인,건물,오피스텔,서울특별시 구로구 신도림동 골든애비뉴 건물 17.77㎡,116000.0,서울특별시 구로구 신도림동,골든애비뉴 건물 17.77㎡,37.5077809050367,126.880610228674
윤준병,본인,건물,오피스텔,"서울특별시 마포구 공덕동 공덕푸르지오시티 대지 0.00㎡ 건물 0.00㎡ (대지 5.86㎡ 감소, 건물 27.74㎡ 감소)",0.0,서울특별시 마포구 공덕동,"공덕푸르지오시티 대지 0.00㎡ 건물 0.00㎡ (대지 5.86㎡ 감소, 건물 27.74㎡ 감소)",37.550174347382,126.960034513244
김주영,장남,건물,오피스텔,"서울특별시 영등포구 당산동5가 당산역해링턴타워 대지 5,612.50㎡ 중 6.61㎡ 건물 5,433.10㎡ 중 23.59㎡ (대지지분면적 6.61㎡ 증가, 건물 지분면적 23.59㎡ 증가)",240000.0,서울특별시 영등포구 당산동,"5가 당산역해링턴타워 대지 5,612.50㎡ 중 6.61㎡ 건물 5,433.10㎡ 중 23.59㎡ (대지지분면적 6.61㎡ 증가, 건물 지분면적 23.59㎡ 증가)",37.5402584246454,126.902165652703
김수옥,본인,건물,오피스텔,서울특별시 영등포구 양평동5가 에듀시티에비앙 건물8.41㎡,300000.0,서울특별시 영등포구 양평동,5가 에듀시티에비앙 건물8.41㎡,37.5282170949853,126.885713864668
하영제,본인,건물,오피스텔,서울특별시 영등포구 여의도동 여의도더샵아일랜드파크 대지 34.46㎡ 중 17.23㎡ 건물 164.93㎡ 중 82.46㎡,598864.0,서울특별시 영등포구 여의도동,여의도더샵아일랜드파크 대지 34.46㎡ 중 17.23㎡ 건물 164.93㎡ 중 82.46㎡,37.5267849150832,126.930167091136
하영제,배우자,건물,오피스텔,서울특별시 영등포구 여의도동 여의도더샵아일랜드파크 대지 34.46㎡ 중 17.23㎡ 건물 164.93㎡ 중 82.46㎡,598864.0,서울특별시 영등포구 여의도동,여의도더샵아일랜드파크 대지 34.46㎡ 중 17.23㎡ 건물 164.93㎡ 중 82.46㎡,37.5267849150832,126.930167091136
장동혁,배우자,건물,오피스텔,"서울특별시 영등포구 여의도동 여의도아크로폴리스 대지 1,421.00㎡ 중 4.68㎡ 건물 29.13㎡ (대지 지분면적 4.68㎡증가, 건물 29.13㎡ 증가)",175000.0,서울특별시 영등포구 여의도동,"여의도아크로폴리스 대지 1,421.00㎡ 중 4.68㎡ 건물 29.13㎡ (대지 지분면적 4.68㎡증가, 건물 29.13㎡ 증가)",37.5267849150832,126.930167091136
조정훈,본인,건물,오피스텔,서울특별시 용산구 문배동 용산케이씨씨웰츠타워 대지4.34㎡ 중 2.17㎡ 건물 27.55㎡ 중 13.75㎡,130050.0,서울특별시 용산구 문배동,용산케이씨씨웰츠타워 대지4.34㎡ 중 2.17㎡ 건물 27.55㎡ 중 13.75㎡,37.5371018437134,126.969405422634
조정훈,배우자,건물,오피스텔,서울특별시 용산구 문배동 용산케이씨씨웰츠타워 대지4.34㎡ 중 2.17㎡ 건물 27.55㎡ 중 13.75㎡,130050.0,서울특별시 용산구 문배동,용산케이씨씨웰츠타워 대지4.34㎡ 중 2.17㎡ 건물 27.55㎡ 중 13.75㎡,37.5371018437134,126.969405422634
송병철,배우자,건물,오피스텔,"서울특별시 종로구 내수동 광화문시대 대지 5.93㎡ 건물 34.90㎡ (대지 5.93㎡ 증가, 건물 34.90㎡ 증가)",190211.0,서울특별시 종로구 내수동,"광화문시대 대지 5.93㎡ 건물 34.90㎡ (대지 5.93㎡ 증가, 건물 34.90㎡ 증가)",37.5733081682464,126.971962529742
권명호,본인,건물,오피스텔,"울산광역시 동구 방어동 굿모닝빌라2차 대지 28,810.00㎡중 36.10㎡ 건물 82.22㎡",167000.0,울산광역시 동구 방어동,"굿모닝빌라2차 대지 28,810.00㎡중 36.10㎡ 건물 82.22㎡",35.4862304417203,129.423974129488
이성만,배우자,건물,오피스텔,인천광역시 연수구 송도동 롯데캐슬 캠퍼스타운 대지10.46㎡ 건물 28.08㎡,126000.0,인천광역시 연수구 송도동,롯데캐슬 캠퍼스타운 대지10.46㎡ 건물 28.08㎡,37.3910698289609,126.652089783488
진선희,배우자,건물,오피스텔,충청남도 홍성군 홍북면 신경리 빌앤더스오피스텔 대지34.32㎡ 건물 92.88㎡,191669.0,충청남도 홍성군 홍북면 신경리,빌앤더스오피스텔 대지34.32㎡ 건물 92.88㎡,36.6513315424272,126.670052288215
진선희,배우자,건물,오피스텔(분양권),서울특별시 강남구 논현동 상지카일룸 건물 72.84㎡,260000.0,서울특별시 강남구 논현동,상지카일룸 건물 72.84㎡,37.5126451506882,127.030154778539
윤창현,장녀,건물,오피스텔(분양권),서울특별시 동대문구 청량리동 힐스테이트 청량리역 대지2.92㎡ 건물 22.19㎡ 중 21.19㎡,184320.0,서울특별시 동대문구 청량리동,힐스테이트 청량리역 대지2.92㎡ 건물 22.19㎡ 중 21.19㎡,37.583046821837,127.048170770368
고영인,장남,건물,오피스텔(분양권),인천광역시 중구 중산동 광영 스너그 에어시티 오피스텔건물 57.97㎡ (건물 57.97㎡ 증가),31079.0,인천광역시 중구 중산동,광영 스너그 에어시티 오피스텔건물 57.97㎡ (건물 57.97㎡ 증가),37.4957821842546,126.564237014514
주호영,배우자,건물,아파트(전세(임차)권),서울특별시 용산구 한강로1가 대우월드마크용산 건물114.68㎡,577500.0,서울특별시 용산구 한강로1가,대우월드마크용산 건물114.68㎡,37.5339780623764,126.973054361529
지성호,모,건물,아파트(전세(임차)권),"인천광역시 연수구 연수동 주공1단지, 2단지아파트 건물31.32㎡",2800.0,인천광역시 연수구 연수동,"주공1단지, 2단지아파트 건물31.32㎡",37.42221249729,126.681481155615
지성호,본인,건물,오피스텔(전세(임차)권),서울특별시 마포구 성산동 건물 60.62㎡,320000.0,서울특별시 마포구 성산동,건물 60.62㎡,37.5628827605388,126.909284812172
진선미,모,건물,다세대주택(전세(임차)권),서울특별시 종로구 명륜1가 대지 22.74㎡ 건물 36.27㎡,200000.0,서울특별시 종로구 명륜1가,대지 22.74㎡ 건물 36.27㎡,37.589107692137,126.997468304522
진선미,본인,건물,아파트(전세(임차)권),서울특별시 강동구 고덕동 고덕그라시움 건물 59.78㎡,100000.0,서울특별시 강동구 고덕동,고덕그라시움 건물 59.78㎡,37.5641661222506,127.155939319817
진선희,본인,건물,아파트(전세(임차)권),서울특별시 강남구 역삼동 역삼래미안아파트 건물 59.40㎡,770000.0,서울특별시 강남구 역삼동,역삼래미안아파트 건물 59.40㎡,37.4953666908089,127.03306536185
진성준,본인,건물,사무실(전세(임차)권),서울특별시 강서구 방화동 멤브로메디컬센터 건물126.00㎡,20000.0,서울특별시 강서구 방화동,멤브로메디컬센터 건물126.00㎡,37.571309073515,126.811820803059
진성준,배우자,건물,아파트(전세(임차)권),서울특별시 강서구 등촌동 대림아파트 건물 123.72㎡,430000.0,서울특별시 강서구 등촌동,대림아파트 건물 123.72㎡,37.562237476114,126.843670821456
최기상,본인,건물,상가(전세(임차)권),서울특별시 금천구 독산동 삼희빌딩 건물 108.00㎡,10000.0,서울특별시 금천구 독산동,삼희빌딩 건물 108.00㎡,37.4681432491736,126.899392976389
